BenefitRankingUIActivityLog,,,,,,
Plan Number,Element Path,Field,Row,Description,Updated By,Updated Date
H0543166000,Benefit Ranking,Benefit Acquisition Ranking,27070,Benefit Acquisition Ranking changed from 0 to 11,rgale,6/27/2022 17:19
H0543166000,Benefit Ranking,Benefit Acquisition Ranking,27066,Benefit Acquisition Ranking changed from 0 to 5,rgale,6/27/2022 17:19
H0543166000,Benefit Ranking,Benefit Acquisition Ranking,27064,Benefit Acquisition Ranking changed from 0 to 13,rgale,6/27/2022 17:19
H0543166000,Benefit Ranking,Benefit Acquisition Ranking,27062,Benefit Acquisition Ranking changed from 0 to 6,rgale,6/27/2022 17:19
H3442003000,Benefit Ranking,Benefit Acquisition Ranking,27040,Benefit Acquisition Ranking changed from 0 to 8,msnyde12,6/27/2022 17:18
H3442003000,Benefit Ranking,Benefit Acquisition Ranking,27038,Benefit Acquisition Ranking changed from 0 to 7,msnyde12,6/27/2022 17:18
H3442003000,Benefit Ranking,Benefit Acquisition Ranking,27036,Benefit Acquisition Ranking changed from 0 to 14,msnyde12,6/27/2022 17:18
H3442003000,Benefit Ranking,Benefit Acquisition Ranking,27034,Benefit Acquisition Ranking changed from 0 to 2,msnyde12,6/27/2022 17:18
H3442003000,Benefit Ranking,Benefit Acquisition Ranking,27032,Benefit Acquisition Ranking changed from 0 to 3,msnyde12,6/27/2022 17:18
H3442003000,Benefit Ranking,Benefit Acquisition Ranking,27030,Benefit Acquisition Ranking changed from 0 to 5,msnyde12,6/27/2022 17:18
H3442003000,Benefit Ranking,Benefit Acquisition Ranking,27028,Benefit Acquisition Ranking changed from 0 to 13,msnyde12,6/27/2022 17:18
H3442003000,Benefit Ranking,Benefit Acquisition Ranking,27026,Benefit Acquisition Ranking changed from 0 to 10,msnyde12,6/27/2022 17:18
H3442003000,Benefit Ranking,Benefit Acquisition Ranking,27016,Benefit Acquisition Ranking changed from 0 to 6,msnyde12,6/27/2022 17:18
H3442003000,Benefit Ranking,Benefit Acquisition Ranking,27014,Benefit Acquisition Ranking changed from 0 to 12,msnyde12,6/27/2022 17:18
H3442003000,Benefit Ranking,Benefit Acquisition Ranking,27012,Benefit Acquisition Ranking changed from 0 to 15,msnyde12,6/27/2022 17:18
H3442003000,Benefit Ranking,Benefit Acquisition Ranking,27008,Benefit Acquisition Ranking changed from 0 to 9,msnyde12,6/27/2022 17:18
H3442003000,Benefit Ranking,Benefit Acquisition Ranking,27004,Benefit Acquisition Ranking changed from 0 to 11,msnyde12,6/27/2022 17:18
H3442003000,Benefit Ranking,Benefit Acquisition Ranking,27002,Benefit Acquisition Ranking changed from 0 to 1,msnyde12,6/27/2022 17:18
H3442003000,Benefit Ranking,Benefit Acquisition Ranking,27001,Benefit Acquisition Ranking changed from 0 to 4,msnyde12,6/27/2022 17:18
H5253080000,Benefit Ranking,Benefit Acquisition Ranking,27140,Benefit Acquisition Ranking changed from 0 to 5,jlivers2,6/27/2022 17:18
H5253080000,Benefit Ranking,Benefit Acquisition Ranking,27139,Benefit Acquisition Ranking changed from 0 to 12,jlivers2,6/27/2022 17:18
H5253080000,Benefit Ranking,Benefit Acquisition Ranking,27138,Benefit Acquisition Ranking changed from 0 to 1,jlivers2,6/27/2022 17:18
H5253080000,Benefit Ranking,Benefit Acquisition Ranking,27136,Benefit Acquisition Ranking changed from 0 to 9,jlivers2,6/27/2022 17:18
H5253080000,Benefit Ranking,Benefit Acquisition Ranking,27134,Benefit Acquisition Ranking changed from 0 to 13,jlivers2,6/27/2022 17:18
H5253080000,Benefit Ranking,Benefit Acquisition Ranking,27133,Benefit Acquisition Ranking changed from 0 to 4,jlivers2,6/27/2022 17:18
H5253080000,Benefit Ranking,Benefit Acquisition Ranking,27132,Benefit Acquisition Ranking changed from 0 to 10,jlivers2,6/27/2022 17:18
H5253080000,Benefit Ranking,Benefit Acquisition Ranking,27129,Benefit Acquisition Ranking changed from 0 to 3,jlivers2,6/27/2022 17:18
H5253080000,Benefit Ranking,Benefit Acquisition Ranking,27127,Benefit Acquisition Ranking changed from 0 to 8,jlivers2,6/27/2022 17:18
H5253080000,Benefit Ranking,Benefit Acquisition Ranking,27124,Benefit Acquisition Ranking changed from 0 to 11,jlivers2,6/27/2022 17:18
H5253080000,Benefit Ranking,Benefit Acquisition Ranking,27123,Benefit Acquisition Ranking changed from 0 to 14,jlivers2,6/27/2022 17:18
H5253080000,Benefit Ranking,Benefit Acquisition Ranking,27120,Benefit Acquisition Ranking changed from 0 to 15,jlivers2,6/27/2022 17:18
H5253080000,Benefit Ranking,Benefit Acquisition Ranking,27119,Benefit Acquisition Ranking changed from 0 to 6,jlivers2,6/27/2022 17:18
H5253080000,Benefit Ranking,Benefit Acquisition Ranking,27117,Benefit Acquisition Ranking changed from 0 to 7,jlivers2,6/27/2022 17:18
H5253080000,Benefit Ranking,Benefit Acquisition Ranking,27116,Benefit Acquisition Ranking changed from 0 to 2,jlivers2,6/27/2022 17:18
H5253079000,Benefit Ranking,Benefit Acquisition Ranking,27071,Benefit Acquisition Ranking changed from 0 to 5,jlivers2,6/27/2022 17:13
H5253079000,Benefit Ranking,Benefit Acquisition Ranking,27069,Benefit Acquisition Ranking changed from 0 to 12,jlivers2,6/27/2022 17:13
H5253079000,Benefit Ranking,Benefit Acquisition Ranking,27067,Benefit Acquisition Ranking changed from 0 to 1,jlivers2,6/27/2022 17:13
H5253079000,Benefit Ranking,Benefit Acquisition Ranking,27063,Benefit Acquisition Ranking changed from 0 to 9,jlivers2,6/27/2022 17:13
H5253079000,Benefit Ranking,Benefit Acquisition Ranking,27060,Benefit Acquisition Ranking changed from 0 to 4,jlivers2,6/27/2022 17:13
H5253079000,Benefit Ranking,Benefit Acquisition Ranking,27059,Benefit Acquisition Ranking changed from 0 to 10,jlivers2,6/27/2022 17:13
H5253079000,Benefit Ranking,Benefit Acquisition Ranking,27056,Benefit Acquisition Ranking changed from 0 to 3,jlivers2,6/27/2022 17:13
H5253079000,Benefit Ranking,Benefit Acquisition Ranking,27054,Benefit Acquisition Ranking changed from 0 to 8,jlivers2,6/27/2022 17:13
H5253079000,Benefit Ranking,Benefit Acquisition Ranking,27052,Benefit Acquisition Ranking changed from 0 to 15,jlivers2,6/27/2022 17:13
H5253079000,Benefit Ranking,Benefit Acquisition Ranking,27051,Benefit Acquisition Ranking changed from 0 to 11,jlivers2,6/27/2022 17:13
H5253079000,Benefit Ranking,Benefit Acquisition Ranking,27050,Benefit Acquisition Ranking changed from 0 to 13,jlivers2,6/27/2022 17:13
H5253079000,Benefit Ranking,Benefit Acquisition Ranking,27047,Benefit Acquisition Ranking changed from 0 to 14,jlivers2,6/27/2022 17:13
H5253079000,Benefit Ranking,Benefit Acquisition Ranking,27046,Benefit Acquisition Ranking changed from 0 to 6,jlivers2,6/27/2022 17:13
H5253079000,Benefit Ranking,Benefit Acquisition Ranking,27044,Benefit Acquisition Ranking changed from 0 to 7,jlivers2,6/27/2022 17:13
H5253079000,Benefit Ranking,Benefit Acquisition Ranking,27043,Benefit Acquisition Ranking changed from 0 to 2,jlivers2,6/27/2022 17:13
H0294015000,Benefit Ranking,Benefit Acquisition Ranking,26912,Benefit Acquisition Ranking changed from 0 to 7,knguy31,6/27/2022 17:12
H0294015000,Benefit Ranking,Benefit Acquisition Ranking,26911,Benefit Acquisition Ranking changed from 0 to 1,knguy31,6/27/2022 17:12
H0294015000,Benefit Ranking,Benefit Acquisition Ranking,26909,Benefit Acquisition Ranking changed from 0 to 10,knguy31,6/27/2022 17:12
H0294015000,Benefit Ranking,Benefit Acquisition Ranking,26907,Benefit Acquisition Ranking changed from 0 to 2,knguy31,6/27/2022 17:12
H0294015000,Benefit Ranking,Benefit Acquisition Ranking,26906,Benefit Acquisition Ranking changed from 0 to 11,knguy31,6/27/2022 17:12
H0294015000,Benefit Ranking,Benefit Acquisition Ranking,26903,Benefit Acquisition Ranking changed from 0 to 5,knguy31,6/27/2022 17:12
H0294015000,Benefit Ranking,Benefit Acquisition Ranking,26899,Benefit Acquisition Ranking changed from 0 to 12,knguy31,6/27/2022 17:12
H0294015000,Benefit Ranking,Benefit Acquisition Ranking,26898,Benefit Acquisition Ranking changed from 0 to 13,knguy31,6/27/2022 17:12
H0294015000,Benefit Ranking,Benefit Acquisition Ranking,26897,Benefit Acquisition Ranking changed from 0 to 4,knguy31,6/27/2022 17:12
H0294015000,Benefit Ranking,Benefit Acquisition Ranking,26895,Benefit Acquisition Ranking changed from 0 to 3,knguy31,6/27/2022 17:12
H0294015000,Benefit Ranking,Benefit Acquisition Ranking,26894,Benefit Acquisition Ranking changed from 0 to 14,knguy31,6/27/2022 17:12
H0294015000,Benefit Ranking,Benefit Acquisition Ranking,26893,Benefit Acquisition Ranking changed from 0 to 8,knguy31,6/27/2022 17:12
H0294015000,Benefit Ranking,Benefit Acquisition Ranking,26890,Benefit Acquisition Ranking changed from 0 to 6,knguy31,6/27/2022 17:12
H0294015000,Benefit Ranking,Benefit Acquisition Ranking,26889,Benefit Acquisition Ranking changed from 0 to 9,knguy31,6/27/2022 17:12
H0294015000,Benefit Ranking,Benefit Acquisition Ranking,26887,Benefit Acquisition Ranking changed from 0 to 15,knguy31,6/27/2022 17:12
H0543170000,Benefit Ranking,Benefit Acquisition Ranking,27000,Benefit Acquisition Ranking changed from 0 to 4,rgale,6/27/2022 17:09
H0543170000,Benefit Ranking,Benefit Acquisition Ranking,26999,Benefit Acquisition Ranking changed from 0 to 7,rgale,6/27/2022 17:09
H0543170000,Benefit Ranking,Benefit Acquisition Ranking,26998,Benefit Acquisition Ranking changed from 0 to 1,rgale,6/27/2022 17:09
H0543170000,Benefit Ranking,Benefit Acquisition Ranking,26997,Benefit Acquisition Ranking changed from 0 to 12,rgale,6/27/2022 17:09
H0543170000,Benefit Ranking,Benefit Acquisition Ranking,26995,Benefit Acquisition Ranking changed from 0 to 15,rgale,6/27/2022 17:09
H0543170000,Benefit Ranking,Benefit Acquisition Ranking,26993,Benefit Acquisition Ranking changed from 0 to 3,rgale,6/27/2022 17:09
H0543170000,Benefit Ranking,Benefit Acquisition Ranking,26992,Benefit Acquisition Ranking changed from 0 to 14,rgale,6/27/2022 17:09
H0543170000,Benefit Ranking,Benefit Acquisition Ranking,26990,Benefit Acquisition Ranking changed from 0 to 10,rgale,6/27/2022 17:09
H0543170000,Benefit Ranking,Benefit Acquisition Ranking,26989,Benefit Acquisition Ranking changed from 0 to 2,rgale,6/27/2022 17:09
H0543170000,Benefit Ranking,Benefit Acquisition Ranking,26984,Benefit Acquisition Ranking changed from 0 to 9,rgale,6/27/2022 17:09
H0543170000,Benefit Ranking,Benefit Acquisition Ranking,26981,Benefit Acquisition Ranking changed from 0 to 8,rgale,6/27/2022 17:09
H0543170000,Benefit Ranking,Benefit Acquisition Ranking,26979,Benefit Acquisition Ranking changed from 0 to 11,rgale,6/27/2022 17:09
H0543170000,Benefit Ranking,Benefit Acquisition Ranking,26977,Benefit Acquisition Ranking changed from 0 to 5,rgale,6/27/2022 17:09
H0543170000,Benefit Ranking,Benefit Acquisition Ranking,26976,Benefit Acquisition Ranking changed from 0 to 13,rgale,6/27/2022 17:09
H0543170000,Benefit Ranking,Benefit Acquisition Ranking,26975,Benefit Acquisition Ranking changed from 0 to 6,rgale,6/27/2022 17:09
H5253119000,Benefit Ranking,Benefit Acquisition Ranking,26759,Benefit Acquisition Ranking changed from 0 to 4,cander98,6/27/2022 17:04
H5253119000,Benefit Ranking,Benefit Acquisition Ranking,26758,Benefit Acquisition Ranking changed from 0 to 8,cander98,6/27/2022 17:04
H5253119000,Benefit Ranking,Benefit Acquisition Ranking,26756,Benefit Acquisition Ranking changed from 0 to 3,cander98,6/27/2022 17:04
H5253119000,Benefit Ranking,Benefit Acquisition Ranking,26755,Benefit Acquisition Ranking changed from 0 to 9,cander98,6/27/2022 17:04
H5253119000,Benefit Ranking,Benefit Acquisition Ranking,26753,Copied National Benefit Ranking to Acquisition Ranking 0 to 1,cander98,6/27/2022 17:04
H5253119000,Benefit Ranking,Benefit Acquisition Ranking,26751,Benefit Acquisition Ranking changed from 0 to 12,cander98,6/27/2022 17:04
H5253119000,Benefit Ranking,Benefit Acquisition Ranking,26749,Benefit Acquisition Ranking changed from 0 to 7,cander98,6/27/2022 17:04
H5253119000,Benefit Ranking,Benefit Acquisition Ranking,26747,Benefit Acquisition Ranking changed from 0 to 14,cander98,6/27/2022 17:04
H5253119000,Benefit Ranking,Benefit Acquisition Ranking,26746,Benefit Acquisition Ranking changed from 0 to 10,cander98,6/27/2022 17:04
H5253119000,Benefit Ranking,Benefit Acquisition Ranking,26745,Benefit Acquisition Ranking changed from 0 to 11,cander98,6/27/2022 17:04
H5253119000,Benefit Ranking,Benefit Acquisition Ranking,26741,Benefit Acquisition Ranking changed from 0 to 13,cander98,6/27/2022 17:04
H5253119000,Benefit Ranking,Benefit Acquisition Ranking,26740,Benefit Acquisition Ranking changed from 0 to 5,cander98,6/27/2022 17:04
H5253119000,Benefit Ranking,Benefit Acquisition Ranking,26738,Benefit Acquisition Ranking changed from 0 to 6,cander98,6/27/2022 17:04
H5253119000,Benefit Ranking,Benefit Acquisition Ranking,26737,Copied National Benefit Ranking to Acquisition Ranking 0 to 2,cander98,6/27/2022 17:04
H5253119000,Benefit Ranking,Benefit Acquisition Ranking,26736,Benefit Acquisition Ranking changed from 0 to 15,cander98,6/27/2022 17:04
H1889011000,Benefit Ranking,Benefit Acquisition Ranking,26950,Benefit Acquisition Ranking changed from 0 to 5,rwalker9,6/27/2022 17:03
H1889011000,Benefit Ranking,Benefit Acquisition Ranking,26949,Benefit Acquisition Ranking changed from 0 to 6,rwalker9,6/27/2022 17:03
H1889011000,Benefit Ranking,Benefit Acquisition Ranking,26948,Benefit Acquisition Ranking changed from 0 to 4,rwalker9,6/27/2022 17:03
H1889011000,Benefit Ranking,Benefit Acquisition Ranking,26947,Benefit Acquisition Ranking changed from 0 to 11,rwalker9,6/27/2022 17:03
H1889011000,Benefit Ranking,Benefit Acquisition Ranking,26946,Benefit Acquisition Ranking changed from 0 to 12,rwalker9,6/27/2022 17:03
H1889011000,Benefit Ranking,Benefit Acquisition Ranking,26945,Benefit Acquisition Ranking changed from 0 to 9,rwalker9,6/27/2022 17:03
H1889011000,Benefit Ranking,Benefit Acquisition Ranking,26943,Benefit Acquisition Ranking changed from 0 to 2,rwalker9,6/27/2022 17:03
H1889011000,Benefit Ranking,Benefit Acquisition Ranking,26941,Benefit Acquisition Ranking changed from 0 to 1,rwalker9,6/27/2022 17:03
H1889011000,Benefit Ranking,Benefit Acquisition Ranking,26939,Benefit Acquisition Ranking changed from 0 to 8,rwalker9,6/27/2022 17:03
H1889011000,Benefit Ranking,Benefit Acquisition Ranking,26938,Benefit Acquisition Ranking changed from 0 to 3,rwalker9,6/27/2022 17:03
H1889011000,Benefit Ranking,Benefit Acquisition Ranking,26935,Benefit Acquisition Ranking changed from 0 to 15,rwalker9,6/27/2022 17:03
H1889011000,Benefit Ranking,Benefit Acquisition Ranking,26934,Benefit Acquisition Ranking changed from 0 to 7,rwalker9,6/27/2022 17:03
H1889011000,Benefit Ranking,Benefit Acquisition Ranking,26933,Benefit Acquisition Ranking changed from 0 to 13,rwalker9,6/27/2022 17:03
H1889011000,Benefit Ranking,Benefit Acquisition Ranking,26932,Benefit Acquisition Ranking changed from 0 to 10,rwalker9,6/27/2022 17:03
H1889011000,Benefit Ranking,Benefit Acquisition Ranking,26931,Benefit Acquisition Ranking changed from 0 to 14,rwalker9,6/27/2022 17:03
H0169008000,Benefit Ranking,Benefit Acquisition Ranking,24818,Benefit Acquisition Ranking changed from 0 to 3,kpowel18,6/27/2022 16:58
H0169008000,Benefit Ranking,Benefit Acquisition Ranking,24816,Benefit Acquisition Ranking changed from 0 to 7,kpowel18,6/27/2022 16:58
H0169008000,Benefit Ranking,Benefit Acquisition Ranking,24815,Benefit Acquisition Ranking changed from 0 to 2,kpowel18,6/27/2022 16:58
H0169008000,Benefit Ranking,Benefit Acquisition Ranking,24813,Benefit Acquisition Ranking changed from 0 to 13,kpowel18,6/27/2022 16:58
H0169008000,Benefit Ranking,Benefit Acquisition Ranking,24812,Benefit Acquisition Ranking changed from 0 to 9,kpowel18,6/27/2022 16:58
H0169008000,Benefit Ranking,Benefit Acquisition Ranking,24810,Benefit Acquisition Ranking changed from 0 to 1,kpowel18,6/27/2022 16:58
H0169008000,Benefit Ranking,Benefit Acquisition Ranking,24809,Benefit Acquisition Ranking changed from 0 to 14,kpowel18,6/27/2022 16:58
H0169008000,Benefit Ranking,Benefit Acquisition Ranking,24808,Benefit Acquisition Ranking changed from 0 to 12,kpowel18,6/27/2022 16:58
H0169008000,Benefit Ranking,Benefit Acquisition Ranking,24806,Benefit Acquisition Ranking changed from 0 to 8,kpowel18,6/27/2022 16:58
H0169008000,Benefit Ranking,Benefit Acquisition Ranking,24805,Benefit Acquisition Ranking changed from 0 to 4,kpowel18,6/27/2022 16:58
H0169008000,Benefit Ranking,Benefit Acquisition Ranking,24804,Benefit Acquisition Ranking changed from 0 to 15,kpowel18,6/27/2022 16:58
H0169008000,Benefit Ranking,Benefit Acquisition Ranking,24802,Benefit Acquisition Ranking changed from 0 to 5,kpowel18,6/27/2022 16:58
H0169008000,Benefit Ranking,Benefit Acquisition Ranking,24801,Benefit Acquisition Ranking changed from 0 to 10,kpowel18,6/27/2022 16:58
H0169008000,Benefit Ranking,Benefit Acquisition Ranking,24800,Benefit Acquisition Ranking changed from 0 to 6,kpowel18,6/27/2022 16:58
H0169008000,Benefit Ranking,Benefit Acquisition Ranking,24799,Benefit Acquisition Ranking changed from 0 to 11,kpowel18,6/27/2022 16:58
H0271049000,Benefit Ranking,Benefit Acquisition Ranking,26929,Benefit Acquisition Ranking changed from 0 to 6,bclaass,6/27/2022 16:56
H0271049000,Benefit Ranking,Benefit Acquisition Ranking,26928,Benefit Acquisition Ranking changed from 0 to 3,bclaass,6/27/2022 16:56
H0271049000,Benefit Ranking,Benefit Acquisition Ranking,26927,Benefit Acquisition Ranking changed from 0 to 1,bclaass,6/27/2022 16:56
H0271049000,Benefit Ranking,Benefit Acquisition Ranking,26926,Benefit Acquisition Ranking changed from 0 to 11,bclaass,6/27/2022 16:56
H0271049000,Benefit Ranking,Benefit Acquisition Ranking,26925,Benefit Acquisition Ranking changed from 0 to 9,bclaass,6/27/2022 16:56
H0271049000,Benefit Ranking,Benefit Acquisition Ranking,26924,Benefit Acquisition Ranking changed from 0 to 14,bclaass,6/27/2022 16:56
H0271049000,Benefit Ranking,Benefit Acquisition Ranking,26923,Benefit Acquisition Ranking changed from 0 to 2,bclaass,6/27/2022 16:56
H0271049000,Benefit Ranking,Benefit Acquisition Ranking,26921,Benefit Acquisition Ranking changed from 0 to 4,bclaass,6/27/2022 16:56
H0271049000,Benefit Ranking,Benefit Acquisition Ranking,26920,Benefit Acquisition Ranking changed from 0 to 15,bclaass,6/27/2022 16:56
H0271049000,Benefit Ranking,Benefit Acquisition Ranking,26919,Benefit Acquisition Ranking changed from 0 to 8,bclaass,6/27/2022 16:56
H0271049000,Benefit Ranking,Benefit Acquisition Ranking,26918,Benefit Acquisition Ranking changed from 0 to 12,bclaass,6/27/2022 16:56
H0271049000,Benefit Ranking,Benefit Acquisition Ranking,26916,Benefit Acquisition Ranking changed from 0 to 7,bclaass,6/27/2022 16:56
H0271049000,Benefit Ranking,Benefit Acquisition Ranking,26915,Benefit Acquisition Ranking changed from 0 to 5,bclaass,6/27/2022 16:56
H0271049000,Benefit Ranking,Benefit Acquisition Ranking,26914,Benefit Acquisition Ranking changed from 0 to 10,bclaass,6/27/2022 16:56
H0271049000,Benefit Ranking,Benefit Acquisition Ranking,26913,Benefit Acquisition Ranking changed from 0 to 13,bclaass,6/27/2022 16:56
